[28-Nov-2016 01:10:31 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:10:31 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:10:31 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:10:31 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Notice:  Undefined variable: status in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 175
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:06 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Notice:  Undefined variable: status in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 175
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:14 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:21 Europe/Berlin] PHP Notice:  Undefined variable: status in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 175
[28-Nov-2016 01:11:21 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:21 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:21 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:21 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:21 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:32 Europe/Berlin] PHP Notice:  Undefined variable: status in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 175
[28-Nov-2016 01:11:32 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:32 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:32 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:36 Europe/Berlin] PHP Notice:  Undefined variable: status in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 175
[28-Nov-2016 01:11:36 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:36 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:36 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
[28-Nov-2016 01:11:36 Europe/Berlin] PHP Warning:  file_put_contents(logs/xmlErrCount.txt): failed to open stream: No such file or directory in /Applications/MAMP/htdocs/SecretAlpha/public_html/chat/admin/upload.php on line 440
